pmaid,name,feature_desc,hours,xpos,ypos,Location
488,Ravenna-Eckstein Park,Community Center,4 a.m. - 11:30 p.m.,-122.304964,47.676873,"(47.676873, -122.304964)"
476,Burke-Gilman Trail,Bike Trail,4 a.m. - 11:30 p.m.,-122.284567,47.681597,"(47.681597, -122.284567)"
428,Seward Park,Waterfront,6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
361,Northacres Park,Paths,6 a.m. - 10 p.m.,-122.326124,47.721775,"(47.721775, -122.326124)"
499,Dahl Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.299309,47.685267,"(47.685267, -122.299309)"
246,Kiwanis Memorial Preserve Park,Woods,4 a.m. - 11:30 p.m.,-122.401004,47.66197,"(47.66197, -122.401004)"
398,Warren G. Magnuson Park,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
475,Belvoir Place,Pesticide Free,4 a.m. - 11:30 p.m.,-122.283215,47.655124,"(47.655124, -122.283215)"
432,Martha Washington Park,Waterfront,6 a.m. - 10 p.m.,-122.260054,47.542398,"(47.542398, -122.260054)"
347,Matthews Beach Park,Hiking Trails,6 a.m. - 10 p.m.,-122.271785,47.694564,"(47.694564, -122.271785)"
4415,Belltown Cottage Park,P-Patch Community Garden,4 a.m. - 11:30 p.m.,-122.350776,47.613889,"(47.613889, -122.350776)"
453,Fauntleroy Park,Green Space,6 a.m. - 10 p.m.,-122.383222,47.5192,"(47.5192, -122.383222)"
317,Magnolia Park,Picnic Sites,4 a.m. - 11:30 p.m.,-122.398993,47.632366,"(47.632366, -122.398993)"
390,Pratt Park,Decorative Fountain,6 a.m. - 10 p.m.,-122.307257,47.601407,"(47.601407, -122.307257)"
398,Warren G. Magnuson Park,Ultimate,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
308,Commodore Park,View,4 a.m. - 11:30 p.m.,-122.40014,47.66538,"(47.66538, -122.40014)"
398,Warren G. Magnuson Park,Picnic Sites,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
440,Beer Sheva Park,View,4 a.m. - 11:30 p.m.,-122.263223,47.524191,"(47.524191, -122.263223)"
307,Green Lake Park,Restrooms (ADA Compliant),24 Hours,-122.330394,47.678938,"(47.678938, -122.330394)"
4070,Crown Hill Glen,Woods,4 a.m. - 11:30 p.m.,-122.381394,47.693703,"(47.693703, -122.381394)"
460,Lincoln Park,Soccer,4 a.m. - 11:30 p.m.,-122.396012,47.531176,"(47.531176, -122.396012)"
398,Warren G. Magnuson Park,Bike Trail,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
292,Woodland Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
393,Washington Park Arboretum,Garden,4 a.m. - 11:30 p.m.,-122.294835,47.636477,"(47.636477, -122.294835)"
351,Firehouse Mini Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.308558,47.608448,"(47.608448, -122.308558)"
292,Woodland Park,Track,4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
367,Leschi Park,Woods,4 a.m. - 11:30 p.m.,-122.286548,47.600931,"(47.600931, -122.286548)"
243,Golden Gardens Park,Creek,4 a.m. - 11:30 p.m.,-122.403454,47.686852,"(47.686852, -122.403454)"
464,Roxhill Park,Skatepark,6 a.m. - 10 p.m.,-122.368881,47.519496,"(47.519496, -122.368881)"
314,Kinnear Park,Restrooms,6 a.m. - 10 p.m.,-122.367207,47.627317,"(47.627317, -122.367207)"
419,Mt. Baker Park,Restrooms (ADA Compliant),6 a.m. - 10 p.m.,-122.288481,47.580957,"(47.580957, -122.288481)"
398,Warren G. Magnuson Park,Rugby,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
344,Lake Union Park,Waterfront,4 a.m. - 11:30 p.m.,-122.338848,47.627015,"(47.627015, -122.338848)"
399,Volunteer Park,Historic Landmark,6 a.m. - 10 p.m.,-122.315568,47.630378,"(47.630378, -122.315568)"
397,Judkins Park and Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.303951,47.592425,"(47.592425, -122.303951)"
4081,Atlantic City Boat Ramp,Boat Launch (Motorized),24 Hours,-122.263078,47.522834,"(47.522834, -122.263078)"
393,Washington Park Arboretum,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.294835,47.636477,"(47.636477, -122.294835)"
3903,Sunnyside Ave N Boat Ramp,View,24 Hours,-122.330723,47.650292,"(47.650292, -122.330723)"
114,Jefferson Park,Picnic Sites,4 a.m. - 11:30 p.m.,-122.311441,47.568067,"(47.568067, -122.311441)"
499,Dahl Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.299309,47.685267,"(47.685267, -122.299309)"
347,Matthews Beach Park,Creek,6 a.m. - 10 p.m.,-122.271785,47.694564,"(47.694564, -122.271785)"
453,Fauntleroy Park,Paths,6 a.m. - 10 p.m.,-122.383222,47.5192,"(47.5192, -122.383222)"
316,Lawton Park,Woods,4 a.m. - 11:30 p.m.,-122.391158,47.655065,"(47.655065, -122.391158)"
464,Roxhill Park,Restrooms,6 a.m. - 10 p.m.,-122.368881,47.519496,"(47.519496, -122.368881)"
308,Commodore Park,Restrooms,4 a.m. - 11:30 p.m.,-122.40014,47.66538,"(47.66538, -122.40014)"
4405,Thyme Patch Park,P-Patch Community Garden,4 a.m. - 11:30 p.m.,-122.395214,47.670709,"(47.670709, -122.395214)"
440,Beer Sheva Park,Restrooms,4 a.m. - 11:30 p.m.,-122.263223,47.524191,"(47.524191, -122.263223)"
314,Kinnear Park,Dog Off Leash Area,6 a.m. - 10 p.m.,-122.367207,47.627317,"(47.627317, -122.367207)"
3694,West Ewing Mini Park,Paths,4 a.m. - 11:30 p.m.,-122.360602,47.65205,"(47.65205, -122.360602)"
4446,I-5 Colonnade,Bike Trail,4 a.m. - 11:30 p.m.,-122.323409,47.634898,"(47.634898, -122.323409)"
425,Stan Sayres Memorial Park,Boat Launch (Motorized),"<p><strong>6:00 a.m. to 10:00 p.m. </strong><br>
  Gates locked between 10:00 p.m. and 6 a.m. <br>
  With overnight parking pass vehicles with boat trailers may  remain in the parking lot after closing with a four night maximum.</p>",-122.277162,47.571222,"(47.571222, -122.277162)"
314,Kinnear Park,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.367207,47.627317,"(47.627317, -122.367207)"
320,Marshall Park,View,4 a.m. - 11:30 p.m.,-122.366805,47.629436,"(47.629436, -122.366805)"
347,Matthews Beach Park,Guarded Beach,6 a.m. - 10 p.m.,-122.271785,47.694564,"(47.694564, -122.271785)"
390,Pratt Park,Wading Pool or Water Feature,6 a.m. - 10 p.m.,-122.307257,47.601407,"(47.601407, -122.307257)"
3966,Weather Watch Park,View,4 a.m. - 11:30 p.m.,-122.409506,47.568247,"(47.568247, -122.409506)"
461,Lowman Beach Park,Play Area,4 a.m. - 11:30 p.m.,-122.396728,47.540367,"(47.540367, -122.396728)"
4010,14th Ave NW Boat Ramp,Boat Launch (Motorized),4 a.m. - 11:30 p.m.,-122.373536,47.660775,"(47.660775, -122.373536)"
408,Dearborn Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.296225,47.553389,"(47.553389, -122.296225)"
3023,Interlaken Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.308316,47.636257,"(47.636257, -122.308316)"
314,Kinnear Park,View,6 a.m. - 10 p.m.,-122.367207,47.627317,"(47.627317, -122.367207)"
332,Westlake Park,Play Area,6 a.m. - 10 p.m.,-122.33724,47.611099,"(47.611099, -122.33724)"
3917,Don Armeni Park,Picnic Sites,4 a.m. - 11:30 p.m. except for vehicles with boats trailers and permits,-122.382295,47.59274,"(47.59274, -122.382295)"
4242,Sam Smith Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.297814,47.589982,"(47.589982, -122.297814)"
483,Cowen Park,Woods,4 a.m. - 11:30 p.m.,-122.313072,47.672596,"(47.672596, -122.313072)"
409,Genesee Park and Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.278744,47.564856,"(47.564856, -122.278744)"
4453,Solstice Park,Tennis Backboard (Outdoor),4 a.m. - 11:30 p.m.,-122.390347,47.536414,"(47.536414, -122.390347)"
401,Bradner Gardens Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.295426,47.587419,"(47.587419, -122.295426)"
323,Occidental Square,Restrooms,6 a.m. - 10 p.m.,-122.333272,47.600463,"(47.600463, -122.333272)"
4082,Day Street Boat Ramp,Pesticide Free,6 a.m. - 10 p.m.,-122.285154,47.59026,"(47.59026, -122.285154)"
240,Carkeek Park,Picnic Sites,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",-122.379763,47.712194,"(47.712194, -122.379763)"
428,Seward Park,Woods,6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
4453,Solstice Park,Paths,4 a.m. - 11:30 p.m.,-122.390347,47.536414,"(47.536414, -122.390347)"
460,Lincoln Park,View,4 a.m. - 11:30 p.m.,-122.396012,47.531176,"(47.531176, -122.396012)"
370,Madrona Park,Restrooms,4 a.m. - 11:30 p.m.,-122.282679,47.609299,"(47.609299, -122.282679)"
114,Jefferson Park,Cricket,4 a.m. - 11:30 p.m.,-122.311441,47.568067,"(47.568067, -122.311441)"
342,Kerry Park,Weddings and Ceremonies,24 hours,-122.359874,47.629023,"(47.629023, -122.359874)"
415,Kubota Garden,Weddings and Ceremonies,6 a.m. - 10 p.m.,-122.266125,47.513543,"(47.513543, -122.266125)"
304,Bhy Kracke Park,View,4 a.m. - 11:30 p.m.,-122.348403,47.630426,"(47.630426, -122.348403)"
2956,North Passage Point Park,Waterfront,4 a.m. - 11:30 p.m.,-122.322428,47.653963,"(47.653963, -122.322428)"
379,Roanoke Park,Basketball (Half),4 a.m. - 11:30 p.m.,-122.320185,47.643723,"(47.643723, -122.320185)"
274,Piers 62 and 63,View,6 a.m. - 10 p.m.,-122.345237,47.608656,"(47.608656, -122.345237)"
4034,Columbia Park,Paths,4 a.m. - 11:30 p.m.,-122.287394,47.559792,"(47.559792, -122.287394)"
464,Roxhill Park,Soccer,6 a.m. - 10 p.m.,-122.368881,47.519496,"(47.519496, -122.368881)"
243,Golden Gardens Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.403454,47.686852,"(47.686852, -122.403454)"
397,Judkins Park and Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.303951,47.592425,"(47.592425, -122.303951)"
4424,Fremont Peak Park,Paths,4 a.m. - 11:30 p.m.,-122.356671,47.661108,"(47.661108, -122.356671)"
3982,Denny Blaine Park,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.280548,47.62011,"(47.62011, -122.280548)"
415,Kubota Garden,Garden,6 a.m. - 10 p.m.,-122.266125,47.513543,"(47.513543, -122.266125)"
311,Myrtle Edwards Park,Waterfront,24 Hours,-122.36087,47.618767,"(47.618767, -122.36087)"
405,Colman Park,Soccer,6 a.m. - 10 p.m.,-122.288612,47.58547,"(47.58547, -122.288612)"
3923,"Martin Luther King, Jr. Memorial",View,4 a.m. - 11:30 p.m.,-122.297165,47.582756,"(47.582756, -122.297165)"
3972,Lakeridge Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.246841,47.510319,"(47.510319, -122.246841)"
114,Jefferson Park,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.311441,47.568067,"(47.568067, -122.311441)"
445,Alki Beach Park,Rental Facility,4 a.m.-11:30 p.m.,-122.402173,47.582912,"(47.582912, -122.402173)"
4411,Ravenna Woods,Green Space,4 a.m. - 11:30 p.m.,-122.303161,47.662559,"(47.662559, -122.303161)"
4154,Camp Long,Woods,"<b>Tuesday - Sunday</b> 10 a.m. - 6 p.m. <BR>
(December-February: Closed on Sundays)",-122.373161,47.556242,"(47.556242, -122.373161)"
310,Discovery Park,Woods,"<b>Park Hours:</b> Daily 4 a.m. - 11:30 p.m.<br>
<b>Visitor Center Hours:</b> Tuesday-Sunday
8:30 a.m. - 5 p.m.<br>
<i>Closed holidays</i>",-122.415282,47.66083,"(47.66083, -122.415282)"
390,Pratt Park,Picnic Sites,6 a.m. - 10 p.m.,-122.307257,47.601407,"(47.601407, -122.307257)"
80,Charles Richey Sr Viewpoint,Boat Launch (Hand Carry),4 a.m. - 11:30 p.m.,-122.413877,47.57242,"(47.57242, -122.413877)"
455,Seacrest Park,Fishing,4 a.m. - 11:30 p.m.,-122.381226,47.589941,"(47.589941, -122.381226)"
292,Woodland Park,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
763,Ward Springs Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.349245,47.627747,"(47.627747, -122.349245)"
405,Colman Park,Waterfront,6 a.m. - 10 p.m.,-122.288612,47.58547,"(47.58547, -122.288612)"
3117,Spruce Street Mini Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.304648,47.603091,"(47.603091, -122.304648)"
473,Me-Kwa-Mooks Park,Picnic Sites,6 a.m. - 11 p.m.,-122.404006,47.563167,"(47.563167, -122.404006)"
263,Leschi-Lake Dell Natural Area,Green Space,4 a.m. - 11:30 p.m.,-122.287835,47.604695,"(47.604695, -122.287835)"
483,Cowen Park,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.313072,47.672596,"(47.672596, -122.313072)"
469,West Seattle Golf Course,Restrooms,4 a.m. - 11:30 p.m.,-122.369657,47.55986,"(47.55986, -122.369657)"
395,Dr. Blanche Lavizzo Park,Paths,6 a.m. - 10 p.m.,-122.304179,47.600278,"(47.600278, -122.304179)"
344,Lake Union Park,View,4 a.m. - 11:30 p.m.,-122.338848,47.627015,"(47.627015, -122.338848)"
415,Kubota Garden,Historic Landmark,6 a.m. - 10 p.m.,-122.266125,47.513543,"(47.513543, -122.266125)"
455,Seacrest Park,Boat Launch (Hand Carry),4 a.m. - 11:30 p.m.,-122.381226,47.589941,"(47.589941, -122.381226)"
391,Ravenna Park,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.305705,47.671404,"(47.671404, -122.305705)"
243,Golden Gardens Park,Boat Launch (Hand Carry),4 a.m. - 11:30 p.m.,-122.403454,47.686852,"(47.686852, -122.403454)"
369,Madison Park,Rental Facility,4 a.m. - 11:30 p.m.,-122.276602,47.635779,"(47.635779, -122.276602)"
377,South Passage Point Park,Boat Launch (Hand Carry),4 a.m. - 11:30 p.m.,-122.322486,47.652087,"(47.652087, -122.322486)"
4082,Day Street Boat Ramp,Boat Launch (Hand Carry),6 a.m. - 10 p.m.,-122.285154,47.59026,"(47.59026, -122.285154)"
2848,St. Mark's Greenbelt,Green Space,4 a.m. - 11:30 p.m.,-122.322174,47.63115,"(47.63115, -122.322174)"
240,Carkeek Park,Weddings and Ceremonies,"<b>Park Hours:</b> 6 a.m.-10 p.m.<BR>
<b>Environmental Learning Center Hours:</b> Weekdays 10 a.m. - 4 p.m.",-122.379763,47.712194,"(47.712194, -122.379763)"
411,Lakeridge Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.247429,47.506033,"(47.506033, -122.247429)"
367,Leschi Park,Restrooms,4 a.m. - 11:30 p.m.,-122.286548,47.600931,"(47.600931, -122.286548)"
425,Stan Sayres Memorial Park,Paths,"<p><strong>6:00 a.m. to 10:00 p.m. </strong><br>
  Gates locked between 10:00 p.m. and 6 a.m. <br>
  With overnight parking pass vehicles with boat trailers may  remain in the parking lot after closing with a four night maximum.</p>",-122.277162,47.571222,"(47.571222, -122.277162)"
322,Observatory Courts,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.355134,47.631342,"(47.631342, -122.355134)"
398,Warren G. Magnuson Park,Rental Facility,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
440,Beer Sheva Park,Waterfront,4 a.m. - 11:30 p.m.,-122.263223,47.524191,"(47.524191, -122.263223)"
286,Licton Springs Park,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.338735,47.698542,"(47.698542, -122.338735)"
243,Golden Gardens Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.403454,47.686852,"(47.686852, -122.403454)"
361,Northacres Park,Restrooms (ADA Compliant),6 a.m. - 10 p.m.,-122.326124,47.721775,"(47.721775, -122.326124)"
432,Martha Washington Park,View,6 a.m. - 10 p.m.,-122.260054,47.542398,"(47.542398, -122.260054)"
4013,McGilvra Boulevard,View,4 a.m. - 11:30 p.m.,-122.282116,47.626925,"(47.626925, -122.282116)"
408,Dearborn Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.296225,47.553389,"(47.553389, -122.296225)"
401,Bradner Gardens Park,Pesticide Free,4 a.m. - 11:30 p.m.,-122.295426,47.587419,"(47.587419, -122.295426)"
391,Ravenna Park,Picnic Sites,4 a.m. - 11:30 p.m.,-122.305705,47.671404,"(47.671404, -122.305705)"
3917,Don Armeni Park,Weddings and Ceremonies,4 a.m. - 11:30 p.m. except for vehicles with boats trailers and permits,-122.382295,47.59274,"(47.59274, -122.382295)"
428,Seward Park,View,6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
460,Lincoln Park,Woods,4 a.m. - 11:30 p.m.,-122.396012,47.531176,"(47.531176, -122.396012)"
468,Westcrest Park,Restrooms,6 a.m. - 10 p.m.,-122.341719,47.525783,"(47.525783, -122.341719)"
307,Green Lake Park,Paths,24 Hours,-122.330394,47.678938,"(47.678938, -122.330394)"
310,Discovery Park,Tennis Court (Outdoor),"<b>Park Hours:</b> Daily 4 a.m. - 11:30 p.m.<br>
<b>Visitor Center Hours:</b> Tuesday-Sunday
8:30 a.m. - 5 p.m.<br>
<i>Closed holidays</i>",-122.415282,47.66083,"(47.66083, -122.415282)"
392,Frink Park,Creek,4 a.m. - 11:30 p.m.,-122.290256,47.599506,"(47.599506, -122.290256)"
409,Genesee Park and Playfield,Hiking Trails,4 a.m. - 11:30 p.m.,-122.278744,47.564856,"(47.564856, -122.278744)"
592,Sturgus Park,Paths (ADA Compliant),4 a.m. - 11:30 p.m.,-122.314376,47.59409,"(47.59409, -122.314376)"
310,Discovery Park,View,"<b>Park Hours:</b> Daily 4 a.m. - 11:30 p.m.<br>
<b>Visitor Center Hours:</b> Tuesday-Sunday
8:30 a.m. - 5 p.m.<br>
<i>Closed holidays</i>",-122.415282,47.66083,"(47.66083, -122.415282)"
1000002,Adams Street Boat Ramp,Waterfront,6 a.m. - 10:00 p.m.,,,
331,David Rodgers Park,Track,4 a.m. - 11:30 p.m.,-122.359484,47.644135,"(47.644135, -122.359484)"
433,Dr. Jose Rizal Park,Picnic Sites,4 a.m. - 11:30 p.m.,-122.318094,47.593859,"(47.593859, -122.318094)"
3102,Cal Anderson Park and Bobby Morris Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.319134,47.617013,"(47.617013, -122.319134)"
331,David Rodgers Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.359484,47.644135,"(47.644135, -122.359484)"
428,Seward Park,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
370,Madrona Park,Waterfront,4 a.m. - 11:30 p.m.,-122.282679,47.609299,"(47.609299, -122.282679)"
419,Mt. Baker Park,Paths,6 a.m. - 10 p.m.,-122.288481,47.580957,"(47.580957, -122.288481)"
444,View Ridge Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.279969,47.679747,"(47.679747, -122.279969)"
114,Jefferson Park,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.311441,47.568067,"(47.568067, -122.311441)"
345,Powell Barnett Park,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.295998,47.605197,"(47.605197, -122.295998)"
243,Golden Gardens Park,View,4 a.m. - 11:30 p.m.,-122.403454,47.686852,"(47.686852, -122.403454)"
377,South Passage Point Park,View,4 a.m. - 11:30 p.m.,-122.322486,47.652087,"(47.652087, -122.322486)"
4082,Day Street Boat Ramp,View,6 a.m. - 10 p.m.,-122.285154,47.59026,"(47.59026, -122.285154)"
408,Dearborn Park,Woods,4 a.m. - 11:30 p.m.,-122.296225,47.553389,"(47.553389, -122.296225)"
4412,Herring's House Park (T'ul'altx),View,4 a.m. - 11:30 p.m.,-122.349545,47.561514,"(47.561514, -122.349545)"
398,Warren G. Magnuson Park,Paths,4 a.m. - 11:30 p.m.,-122.255084,47.680304,"(47.680304, -122.255084)"
455,Seacrest Park,View,4 a.m. - 11:30 p.m.,-122.381226,47.589941,"(47.589941, -122.381226)"
361,Northacres Park,Wading Pool or Water Feature,6 a.m. - 10 p.m.,-122.326124,47.721775,"(47.721775, -122.326124)"
429,"John C. Little, Sr. Park",Restrooms,6 a.m. - 10 p.m.,-122.286686,47.539048,"(47.539048, -122.286686)"
291,Mineral Springs Park,Paths,4 a.m. - 10 p.m.,-122.336528,47.705755,"(47.705755, -122.336528)"
325,Pioneer Square,Historic Landmark,6 a.m. - 10 p.m.,-122.333886,47.602076,"(47.602076, -122.333886)"
4462,Cottage Grove Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,,,
391,Ravenna Park,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.305705,47.671404,"(47.671404, -122.305705)"
460,Lincoln Park,Hiking Trails,4 a.m. - 11:30 p.m.,-122.396012,47.531176,"(47.531176, -122.396012)"
483,Cowen Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.313072,47.672596,"(47.672596, -122.313072)"
405,Colman Park,P-Patch Community Garden,6 a.m. - 10 p.m.,-122.288612,47.58547,"(47.58547, -122.288612)"
393,Washington Park Arboretum,Play Area,4 a.m. - 11:30 p.m.,-122.294835,47.636477,"(47.636477, -122.294835)"
345,Powell Barnett Park,Basketball (Full),4 a.m. - 11:30 p.m.,-122.295998,47.605197,"(47.605197, -122.295998)"
4167,Cedar Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.288042,47.725808,"(47.725808, -122.288042)"
347,Matthews Beach Park,Restrooms,6 a.m. - 10 p.m.,-122.271785,47.694564,"(47.694564, -122.271785)"
356,Harrison Ridge Greenbelt,Woods,4 a.m. - 11:30 p.m.,-122.290339,47.619711,"(47.619711, -122.290339)"
444,View Ridge Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.279969,47.679747,"(47.679747, -122.279969)"
344,Lake Union Park,Boat Launch (Hand Carry),4 a.m. - 11:30 p.m.,-122.338848,47.627015,"(47.627015, -122.338848)"
390,Pratt Park,Paths (ADA Compliant),6 a.m. - 10 p.m.,-122.307257,47.601407,"(47.601407, -122.307257)"
399,Volunteer Park,Paths,6 a.m. - 10 p.m.,-122.315568,47.630378,"(47.630378, -122.315568)"
243,Golden Gardens Park,Dog Off Leash Area,4 a.m. - 11:30 p.m.,-122.403454,47.686852,"(47.686852, -122.403454)"
763,Ward Springs Park,View,4 a.m. - 11:30 p.m.,-122.349245,47.627747,"(47.627747, -122.349245)"
397,Judkins Park and Playfield,Bike Polo,4 a.m. - 11:30 p.m.,-122.303951,47.592425,"(47.592425, -122.303951)"
345,Powell Barnett Park,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.295998,47.605197,"(47.605197, -122.295998)"
4000,Plymouth Pillars Park,View,6 a.m. - 10 p.m.,-122.329092,47.614124,"(47.614124, -122.329092)"
234,SW Queen Anne Greenbelt,Green Space,4 a.m. - 11:30 p.m.,-122.373209,47.633353,"(47.633353, -122.373209)"
416,Thornton Creek Park #1,Woods,4 a.m. - 11:30 p.m.,-122.307629,47.707034,"(47.707034, -122.307629)"
399,Volunteer Park,Tennis Backboard (Outdoor),6 a.m. - 10 p.m.,-122.315568,47.630378,"(47.630378, -122.315568)"
277,Mock Creek Ravine,Green Space,4 a.m. - 11:30 p.m.,-122.28962,47.699037,"(47.699037, -122.28962)"
292,Woodland Park,Tennis Lights,4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
310,Discovery Park,Play Area (ADA Compliant),"<b>Park Hours:</b> Daily 4 a.m. - 11:30 p.m.<br>
<b>Visitor Center Hours:</b> Tuesday-Sunday
8:30 a.m. - 5 p.m.<br>
<i>Closed holidays</i>",-122.415282,47.66083,"(47.66083, -122.415282)"
447,Belvedere Park,View,4 a.m. - 11:30 p.m.,-122.376896,47.580673,"(47.580673, -122.376896)"
361,Northacres Park,Picnic Sites,6 a.m. - 10 p.m.,-122.326124,47.721775,"(47.721775, -122.326124)"
114,Jefferson Park,Community Center,4 a.m. - 11:30 p.m.,-122.311441,47.568067,"(47.568067, -122.311441)"
3102,Cal Anderson Park and Bobby Morris Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.319134,47.617013,"(47.617013, -122.319134)"
307,Green Lake Park,Rental Facility,24 Hours,-122.330394,47.678938,"(47.678938, -122.330394)"
370,Madrona Park,Creek,4 a.m. - 11:30 p.m.,-122.282679,47.609299,"(47.609299, -122.282679)"
499,Dahl Playfield,Basketball (Half),4 a.m. - 11:30 p.m.,-122.299309,47.685267,"(47.685267, -122.299309)"
432,Martha Washington Park,Boat Launch (Hand Carry),6 a.m. - 10 p.m.,-122.260054,47.542398,"(47.542398, -122.260054)"
331,David Rodgers Park,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.359484,47.644135,"(47.644135, -122.359484)"
428,Seward Park,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
3894,Webster Park,Pesticide Free,4 a.m. - 11:30 p.m.,-122.397851,47.677832,"(47.677832, -122.397851)"
4434,Maple Leaf Community Garden,P-Patch Community Garden,4 a.m. - 11:30 p.m.,,,
314,Kinnear Park,Hiking Trails,6 a.m. - 10 p.m.,-122.367207,47.627317,"(47.627317, -122.367207)"
4000,Plymouth Pillars Park,Dog Off Leash Area,6 a.m. - 10 p.m.,-122.329092,47.614124,"(47.614124, -122.329092)"
476,Burke-Gilman Trail,Paths,4 a.m. - 11:30 p.m.,-122.284567,47.681597,"(47.681597, -122.284567)"
411,Lakeridge Park,Woods,4 a.m. - 11:30 p.m.,-122.247429,47.506033,"(47.506033, -122.247429)"
4443,Victory Creek Park,Woods,4 a.m. - 11:30 p.m.,-122.315554,47.709155,"(47.709155, -122.315554)"
444,View Ridge Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.279969,47.679747,"(47.679747, -122.279969)"
370,Madrona Park,Guarded Beach,4 a.m. - 11:30 p.m.,-122.282679,47.609299,"(47.609299, -122.282679)"
282,Pigeon Point Park,Green Space,4 a.m. - 11:30 p.m.,-122.356966,47.563271,"(47.563271, -122.356966)"
465,Schmitz Preserve Park,Paths,6 a.m. - 10 p.m.,-122.400425,47.574375,"(47.574375, -122.400425)"
428,Seward Park,Boat Launch (Hand Carry),6 a.m. - 10 p.m.,-122.250639,47.54923,"(47.54923, -122.250639)"
358,Hing Hay Park,Restrooms (ADA Compliant),6 a.m. - 10 p.m.,-122.325435,47.598609,"(47.598609, -122.325435)"
293,Gas Works Park,Restrooms,6 a.m. - 10 p.m.,-122.334906,47.645639,"(47.645639, -122.334906)"
317,Magnolia Park,Paths,4 a.m. - 11:30 p.m.,-122.398993,47.632366,"(47.632366, -122.398993)"
292,Woodland Park,Lawn Bowling,4 a.m. - 11:30 p.m.,-122.344218,47.668906,"(47.668906, -122.344218)"
